wandb: Currently logged in as: longyunbo218 (digitalai). Use `wandb login --relogin` to force relogin
wandb: wandb version 0.16.4 is available!  To upgrade, please run:
wandb:  $ pip install wandb --upgrade
wandb: Tracking run with wandb version 0.16.2
wandb: Run data is saved locally in /Users/yunbo/Documents/GitHub/PFL_Optimiozation/Model_training/1_cluster/wandb/run-20240309_123333-7wj0uurc
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run crimson-wave-30
Epoch 4/10, Loss: 3.5408
Epoch 5/10, Loss: 2.8689
Epoch 6/10, Loss: 2.3699
Epoch 7/10, Loss: 2.2994
Epoch 8/10, Loss: 2.6286
Epoch 9/10, Loss: 2.4307
Epoch 10/10, Loss: 3.2219
Performance Metrics:
RMSE (test data): 85.88871765136719
MAE (test data): 67.7073974609375
MAPE (test data): 89.84349966049194
MSE (test data): 7376.87158203125
R2 (test data): 0.5819072618545895
loss (test data): 7376.871541621767
Epoch 1/10, Loss: 283.3385
Epoch 2/10, Loss: 21.2930
Epoch 3/10, Loss: 4.8701
Epoch 4/10, Loss: 3.7785
Epoch 5/10, Loss: 2.6441
Epoch 6/10, Loss: 3.6314
Epoch 7/10, Loss: 2.0756
Epoch 8/10, Loss: 1.5026
Epoch 9/10, Loss: 2.3149
Epoch 10/10, Loss: 14.0256
Performance Metrics:
RMSE (test data): 82.96923828125
MAE (test data): 64.58939361572266
MAPE (test data): 90.36040902137756
MSE (test data): 6883.89404296875
R2 (test data): 0.6098473512617552
loss (test data): 6883.893881330819
Epoch 1/10, Loss: 315.0364
Epoch 2/10, Loss: 6.5152
Epoch 3/10, Loss: 2.6896
Epoch 4/10, Loss: 2.3644
Epoch 5/10, Loss: 1.6691
Epoch 6/10, Loss: 1.6130
Epoch 7/10, Loss: 2.6173
Epoch 8/10, Loss: 2.6108
Epoch 9/10, Loss: 1.5138
Epoch 10/10, Loss: 1.1868
Performance Metrics:
RMSE (test data): 80.68287658691406
MAE (test data): 62.08504867553711
MAPE (test data): 92.36592650413513
MSE (test data): 6509.7265625
R2 (test data): 0.6310537013977702
loss (test data): 6509.72666015625
Epoch 1/10, Loss: 229.2154
Epoch 2/10, Loss: 7.3913
Epoch 3/10, Loss: 3.7128
Epoch 4/10, Loss: 2.6648
Epoch 5/10, Loss: 2.0328
Epoch 6/10, Loss: 2.1401
Epoch 7/10, Loss: 2.7255
Epoch 8/10, Loss: 1.7697
Epoch 9/10, Loss: 4.2896
Epoch 10/10, Loss: 1.6420
Performance Metrics:
RMSE (test data): 80.54948425292969
MAE (test data): 61.33741760253906
MAPE (test data): 91.15093350410461
MSE (test data): 6488.21923828125
R2 (test data): 0.6322726423938306
loss (test data): 6488.219659213362
Epoch 1/10, Loss: 270.4498
Epoch 2/10, Loss: 4.2524
Epoch 3/10, Loss: 2.9065
Epoch 4/10, Loss: 1.9029
Epoch 5/10, Loss: 1.4489
Epoch 6/10, Loss: 1.1592
Epoch 7/10, Loss: 0.9334
Epoch 8/10, Loss: 0.7657
Epoch 9/10, Loss: 0.8365
Epoch 10/10, Loss: 0.7771
Performance Metrics:
RMSE (test data): 84.34851837158203
MAE (test data): 67.20401763916016
MAPE (test data): 90.88574647903442
MSE (test data): 7114.6728515625
R2 (test data): 0.5967676916483338
loss (test data): 7114.6726932920255
Epoch 1/10, Loss: 436.6654
Epoch 2/10, Loss: 6.5521
Epoch 3/10, Loss: 3.7430
Epoch 4/10, Loss: 2.2842
Epoch 5/10, Loss: 1.5220
Epoch 6/10, Loss: 1.1654
Epoch 7/10, Loss: 1.0386
Epoch 8/10, Loss: 0.8444
Epoch 9/10, Loss: 0.8170
Epoch 10/10, Loss: 0.8120
Performance Metrics:
RMSE (test data): 80.83757019042969
MAE (test data): 61.86591339111328
MAPE (test data): 90.25980234146118
MSE (test data): 6534.71240234375
R2 (test data): 0.6296376146392355
loss (test data): 6534.7123585668105
Epoch 1/10, Loss: 371.5317
Epoch 2/10, Loss: 9.1635
Epoch 3/10, Loss: 3.9818
Epoch 4/10, Loss: 2.7707
Epoch 5/10, Loss: 1.9923
Epoch 6/10, Loss: 1.2668
Epoch 7/10, Loss: 0.8916
Epoch 8/10, Loss: 0.6299
Epoch 9/10, Loss: 0.4808
Epoch 10/10, Loss: 0.3152
Performance Metrics:
RMSE (test data): 82.5812759399414
MAE (test data): 67.09542083740234
MAPE (test data): 91.96102023124695
MSE (test data): 6819.66748046875
R2 (test data): 0.6134874751320385
loss (test data): 6819.667103313577
Epoch 1/10, Loss: 388.4659
Epoch 2/10, Loss: 4.1535
Epoch 3/10, Loss: 1.7219
Epoch 4/10, Loss: 1.5811
Epoch 5/10, Loss: 1.7526
Epoch 6/10, Loss: 1.1102
Epoch 7/10, Loss: 0.8557
Epoch 8/10, Loss: 0.7281
Epoch 9/10, Loss: 0.8597
Epoch 10/10, Loss: 0.6784
Performance Metrics:
RMSE (test data): 81.72856903076172
MAE (test data): 63.631465911865234
MAPE (test data): 90.10805487632751
MSE (test data): 6679.55859375
R2 (test data): 0.6214282669934539
loss (test data): 6679.558849676724
Epoch 1/10, Loss: 242.0881
Epoch 2/10, Loss: 3.4186
Epoch 3/10, Loss: 1.4606
Epoch 4/10, Loss: 2.0189
Epoch 5/10, Loss: 1.0054
Epoch 6/10, Loss: 0.8131
Epoch 7/10, Loss: 0.5929
Epoch 8/10, Loss: 0.6816
Epoch 9/10, Loss: 0.4876
Epoch 10/10, Loss: 0.6744
Performance Metrics:
RMSE (test data): 84.29285430908203
MAE (test data): 68.19853973388672
MAPE (test data): 90.83278179168701
MSE (test data): 7105.28564453125
R2 (test data): 0.5972996832825548
loss (test data): 7105.286072198276
Epoch 1/10, Loss: 255.2408
Epoch 2/10, Loss: 1.6534
Epoch 3/10, Loss: 1.1436
Epoch 4/10, Loss: 1.0987
Epoch 5/10, Loss: 0.9688
Epoch 6/10, Loss: 0.8710
Epoch 7/10, Loss: 0.5817
Epoch 8/10, Loss: 0.5438
Epoch 9/10, Loss: 0.4334
Epoch 10/10, Loss: 0.5334
Performance Metrics:
RMSE (test data): 79.43547821044922
MAE (test data): 60.123390197753906
MAPE (test data): 91.22627377510071
MSE (test data): 6309.99560546875
R2 (test data): 0.6423737044896899
loss (test data): 6309.99549771013
Epoch 1/10, Loss: 262.6306
Epoch 2/10, Loss: 3.1566
Epoch 3/10, Loss: 1.7529
Epoch 4/10, Loss: 1.8698
Epoch 5/10, Loss: 1.0840
Epoch 6/10, Loss: 0.8549
Epoch 7/10, Loss: 0.6344
Epoch 8/10, Loss: 0.7001
Epoch 9/10, Loss: 0.6878
Epoch 10/10, Loss: 0.5371
Performance Metrics:
RMSE (test data): 85.04493713378906
MAE (test data): 70.771484375
MAPE (test data): 91.60260558128357
MSE (test data): 7232.6416015625
R2 (test data): 0.5900817027186014
loss (test data): 7232.640823679957
Epoch 1/10, Loss: 230.4109
Epoch 2/10, Loss: 1.6236
Epoch 3/10, Loss: 0.8516
Epoch 4/10, Loss: 0.6812
Epoch 5/10, Loss: 0.5259
Epoch 6/10, Loss: 0.5472
Epoch 7/10, Loss: 0.4925
Epoch 8/10, Loss: 0.2783
Epoch 9/10, Loss: 0.2842
Epoch 10/10, Loss: 0.4309
Performance Metrics:
RMSE (test data): 79.96249389648438
MAE (test data): 60.629188537597656
MAPE (test data): 90.72698950767517
MSE (test data): 6394.0009765625
R2 (test data): 0.637612586315771
loss (test data): 6394.001175242457
Epoch 1/10, Loss: 279.7778
Epoch 2/10, Loss: 2.6614
Epoch 3/10, Loss: 0.7333
Epoch 4/10, Loss: 0.5215
Epoch 5/10, Loss: 0.4397
Epoch 6/10, Loss: 0.3297
Epoch 7/10, Loss: 0.2868
Epoch 8/10, Loss: 0.2590
Epoch 9/10, Loss: 0.2214
Epoch 10/10, Loss: 0.2959
Performance Metrics:
RMSE (test data): 88.56051635742188
MAE (test data): 75.56266784667969
MAPE (test data): 90.94098210334778
MSE (test data): 7842.96533203125
R2 (test data): 0.5554908577491838
loss (test data): 7842.96538591056
Epoch 1/10, Loss: 277.9927
Epoch 2/10, Loss: 2.9181
Epoch 3/10, Loss: 1.3009
Epoch 4/10, Loss: 1.0431
Epoch 5/10, Loss: 0.8940
Epoch 6/10, Loss: 0.9963
Epoch 7/10, Loss: 0.6046
Epoch 8/10, Loss: 0.7386
Epoch 9/10, Loss: 0.5948
Epoch 10/10, Loss: 0.4939
Performance Metrics:
RMSE (test data): 82.9868392944336
MAE (test data): 65.53069305419922
MAPE (test data): 90.07891416549683
MSE (test data): 6886.8154296875
R2 (test data): 0.6096817332284161
loss (test data): 6886.8159768992455
Epoch 1/10, Loss: 243.3042
Epoch 2/10, Loss: 1.9594
Epoch 3/10, Loss: 1.3373
Epoch 4/10, Loss: 0.8406
Epoch 5/10, Loss: 0.6967
Epoch 6/10, Loss: 0.5923
Epoch 7/10, Loss: 0.4327
Epoch 8/10, Loss: 0.3896
Epoch 9/10, Loss: 0.3427
Epoch 10/10, Loss: 0.2487
Performance Metrics:
RMSE (test data): 83.08648681640625
MAE (test data): 68.70022583007812
MAPE (test data): 91.90858006477356
MSE (test data): 6903.3642578125
R2 (test data): 0.608743855910719
loss (test data): 6903.363951373923
Epoch 1/10, Loss: 287.1921
Epoch 2/10, Loss: 3.1671
Epoch 3/10, Loss: 1.3045
Epoch 4/10, Loss: 0.8545
Epoch 5/10, Loss: 0.8018
Epoch 6/10, Loss: 0.6119
Epoch 7/10, Loss: 0.4740
Epoch 8/10, Loss: 0.4154
Epoch 9/10, Loss: 0.4024
Epoch 10/10, Loss: 0.7154
Performance Metrics:
RMSE (test data): 82.66769409179688
MAE (test data): 68.50495147705078
MAPE (test data): 91.89300537109375
MSE (test data): 6833.9482421875
R2 (test data): 0.612678059031895
loss (test data): 6833.948390355604
Epoch 1/10, Loss: 239.1763
Epoch 2/10, Loss: 1.5585
Epoch 3/10, Loss: 0.9254
Epoch 4/10, Loss: 0.6650
Epoch 5/10, Loss: 0.4957
Epoch 6/10, Loss: 0.4725
Epoch 7/10, Loss: 0.3985
Epoch 8/10, Loss: 0.4983
Epoch 9/10, Loss: 0.2890
Epoch 10/10, Loss: 0.3252
Performance Metrics:
RMSE (test data): 84.21112060546875
MAE (test data): 67.17058563232422
MAPE (test data): 89.14529085159302
MSE (test data): 7091.5126953125
R2 (test data): 0.5980802719572318
loss (test data): 7091.513287984913
Epoch 1/10, Loss: 181.5244
Epoch 2/10, Loss: 1.9723
Epoch 3/10, Loss: 1.5011
Epoch 4/10, Loss: 1.0292
Epoch 5/10, Loss: 0.7939
Epoch 6/10, Loss: 0.5618
Epoch 7/10, Loss: 0.5854
Epoch 8/10, Loss: 0.5412
Epoch 9/10, Loss: 0.4068
Epoch 10/10, Loss: 0.3815
Performance Metrics:
RMSE (test data): 84.89352416992188
MAE (test data): 67.52287292480469
MAPE (test data): 89.33112621307373
MSE (test data): 7206.91015625
R2 (test data): 0.5915400336077509
loss (test data): 7206.909974407327
Epoch 1/10, Loss: 251.9020
Epoch 2/10, Loss: 1.8272
Epoch 3/10, Loss: 0.8207
Epoch 4/10, Loss: 0.5382
Epoch 5/10, Loss: 0.4182
Epoch 6/10, Loss: 0.4349
Epoch 7/10, Loss: 0.2876
Epoch 8/10, Loss: 0.1979
Epoch 9/10, Loss: 0.1714
Epoch 10/10, Loss: 0.1895
Performance Metrics:
RMSE (test data): 86.37982177734375
MAE (test data): 72.58057403564453
MAPE (test data): 91.32519960403442
MSE (test data): 7461.47412109375
R2 (test data): 0.5771123260634452
loss (test data): 7461.473983028017
Epoch 1/10, Loss: 316.1520
Epoch 2/10, Loss: 2.7186
Epoch 3/10, Loss: 0.9973
Epoch 4/10, Loss: 0.7389
Epoch 5/10, Loss: 0.6594
Epoch 6/10, Loss: 0.5460
Epoch 7/10, Loss: 0.5068
Epoch 8/10, Loss: 0.3125
Epoch 9/10, Loss: 0.3035
Epoch 10/10, Loss: 0.2933
Performance Metrics:
RMSE (test data): 84.43073272705078
MAE (test data): 67.31855010986328
MAPE (test data): 89.57982659339905
MSE (test data): 7128.54833984375
R2 (test data): 0.5959812822738789
loss (test data): 7128.548147898707
Epoch 1/10, Loss: 201.2403
Epoch 2/10, Loss: 1.9659
Epoch 3/10, Loss: 0.6709
Epoch 4/10, Loss: 0.5362
Epoch 5/10, Loss: 0.3814
Epoch 6/10, Loss: 0.3252
Epoch 7/10, Loss: 0.2402
Epoch 8/10, Loss: 0.2597
Epoch 9/10, Loss: 0.1982
Epoch 10/10, Loss: 0.1484
Performance Metrics:
RMSE (test data): 80.1224594116211
MAE (test data): 62.896873474121094
MAPE (test data): 91.18306636810303
MSE (test data): 6419.60791015625
R2 (test data): 0.6361612860765298
loss (test data): 6419.6080111799565
Epoch 1/10, Loss: 244.1139
Epoch 2/10, Loss: 2.0178
Epoch 3/10, Loss: 0.7515
Epoch 4/10, Loss: 0.5359
Epoch 5/10, Loss: 0.4151
Epoch 6/10, Loss: 0.3789
Epoch 7/10, Loss: 0.2854
Epoch 8/10, Loss: 0.2920
Epoch 9/10, Loss: 0.2245
Epoch 10/10, Loss: 0.1853
Performance Metrics:
RMSE (test data): 82.65888214111328
MAE (test data): 67.48268127441406
MAPE (test data): 91.57754182815552
MSE (test data): 6832.49072265625
R2 (test data): 0.6127606730554052
loss (test data): 6832.4908657731685
Epoch 1/10, Loss: 195.0349
Epoch 2/10, Loss: 1.8583
Epoch 3/10, Loss: 0.6886
Epoch 4/10, Loss: 0.4747
Epoch 5/10, Loss: 0.2872
Epoch 6/10, Loss: 0.2727
Epoch 7/10, Loss: 0.2970
Epoch 8/10, Loss: 0.1669
Epoch 9/10, Loss: 0.3059
Epoch 10/10, Loss: 0.1372
Performance Metrics:
RMSE (test data): 83.15079498291016
MAE (test data): 69.34066009521484
MAPE (test data): 92.23459959030151
MSE (test data): 6914.05419921875
R2 (test data): 0.6081379606274195
loss (test data): 6914.054428205819
Epoch 1/10, Loss: 344.6697
Epoch 2/10, Loss: 4.5276
Epoch 3/10, Loss: 0.9288
Epoch 4/10, Loss: 0.5747
Epoch 5/10, Loss: 0.5947
Epoch 6/10, Loss: 0.4799
Epoch 7/10, Loss: 0.3821
Epoch 8/10, Loss: 0.3459
Epoch 9/10, Loss: 0.3011
Epoch 10/10, Loss: 0.4641
Performance Metrics:
RMSE (test data): 87.09356689453125
MAE (test data): 73.04283142089844
MAPE (test data): 90.53834676742554
MSE (test data): 7585.28955078125
R2 (test data): 0.5700949262691832
loss (test data): 7585.289638335129
Epoch 1/10, Loss: 261.8924
Epoch 2/10, Loss: 2.4919
Epoch 3/10, Loss: 1.0347
Epoch 4/10, Loss: 0.7671
Epoch 5/10, Loss: 0.6088
Epoch 6/10, Loss: 0.4749
Epoch 7/10, Loss: 0.4412
Epoch 8/10, Loss: 0.3702
Epoch 9/10, Loss: 0.2894
Epoch 10/10, Loss: 0.2647
Performance Metrics:
RMSE (test data): 85.90971374511719
MAE (test data): 71.69812774658203
MAPE (test data): 90.57924747467041
MSE (test data): 7380.4794921875
R2 (test data): 0.581702777470321
loss (test data): 7380.479559536638
Epoch 1/10, Loss: 241.8680
Epoch 2/10, Loss: 2.0454
Epoch 3/10, Loss: 0.8539
Epoch 4/10, Loss: 0.9037
Epoch 5/10, Loss: 0.4969
Epoch 6/10, Loss: 0.4163
Epoch 7/10, Loss: 0.3493
Epoch 8/10, Loss: 0.2653
Epoch 9/10, Loss: 0.2461
Epoch 10/10, Loss: 0.2874
Performance Metrics:
RMSE (test data): 86.28788757324219
MAE (test data): 71.52691650390625
MAPE (test data): 90.05690813064575
MSE (test data): 7445.60009765625
R2 (test data): 0.5780119800741297
loss (test data): 7445.60033674569
Epoch 1/10, Loss: 241.1526
Epoch 2/10, Loss: 2.4778
Epoch 3/10, Loss: 1.2282
Epoch 4/10, Loss: 1.0183
Epoch 5/10, Loss: 0.7345
Epoch 6/10, Loss: 0.6015
Epoch 7/10, Loss: 0.4490
Epoch 8/10, Loss: 0.3805
Epoch 9/10, Loss: 0.4135
Epoch 10/10, Loss: 0.2894
Performance Metrics:
RMSE (test data): 85.67217254638672
MAE (test data): 71.66374206542969
MAPE (test data): 90.65546989440918
MSE (test data): 7339.720703125
R2 (test data): 0.584012859049606
loss (test data): 7339.720177801724
Epoch 1/10, Loss: 230.6198
Epoch 2/10, Loss: 2.6899
Epoch 3/10, Loss: 0.8922
Epoch 4/10, Loss: 0.6430
Epoch 5/10, Loss: 0.5206
Epoch 6/10, Loss: 0.3704
Epoch 7/10, Loss: 0.2980
Epoch 8/10, Loss: 0.6211
Epoch 9/10, Loss: 0.2098
Epoch 10/10, Loss: 0.2042
Performance Metrics:
RMSE (test data): 87.4184341430664
MAE (test data): 72.96412658691406
MAPE (test data): 90.15119671821594
MSE (test data): 7641.98291015625
R2 (test data): 0.566881757594506
loss (test data): 7641.983162715517
Epoch 1/10, Loss: 287.0083
Epoch 2/10, Loss: 3.2579
Epoch 3/10, Loss: 1.2700
Epoch 4/10, Loss: 0.9772
Epoch 5/10, Loss: 0.7019
Epoch 6/10, Loss: 0.5646
Epoch 7/10, Loss: 0.4641
Epoch 8/10, Loss: 0.4487
Epoch 9/10, Loss: 0.4136
Epoch 10/10, Loss: 0.2775
Performance Metrics:
RMSE (test data): 86.51939392089844
MAE (test data): 72.1758041381836
MAPE (test data): 90.27920365333557
MSE (test data): 7485.60595703125
R2 (test data): 0.5757446190020614
loss (test data): 7485.605859375
Epoch 1/10, Loss: 311.7814
Epoch 2/10, Loss: 4.3382
Epoch 3/10, Loss: 1.1272
Epoch 4/10, Loss: 0.6390
Epoch 5/10, Loss: 0.5283
Epoch 6/10, Loss: 0.4576
Epoch 7/10, Loss: 0.3391
Epoch 8/10, Loss: 0.3275
Epoch 9/10, Loss: 0.2633
Epoch 10/10, Loss: 0.2343
Performance Metrics:
RMSE (test data): 86.36660766601562
MAE (test data): 72.68551635742188
MAPE (test data): 90.91331958770752
MSE (test data): 7459.1904296875
R2 (test data): 0.5772417667751345
loss (test data): 7459.1900390625
Epoch 1/10, Loss: 280.6832
Epoch 2/10, Loss: 2.1668
Epoch 3/10, Loss: 0.7961
Epoch 4/10, Loss: 0.6528
Epoch 5/10, Loss: 0.5079
Epoch 6/10, Loss: 0.4098
Epoch 7/10, Loss: 0.3578
Epoch 8/10, Loss: 0.2590
Epoch 9/10, Loss: 0.2481
Epoch 10/10, Loss: 0.2145
Performance Metrics:
RMSE (test data): 85.58464050292969
MAE (test data): 72.01383209228516
MAPE (test data): 91.14680290222168
MSE (test data): 7324.73095703125
R2 (test data): 0.5848623687536978
loss (test data): 7324.731468884698
Epoch 1/10, Loss: 250.5044
Epoch 2/10, Loss: 2.3317
Epoch 3/10, Loss: 1.0364
Epoch 4/10, Loss: 0.8085
Epoch 5/10, Loss: 0.5024
Epoch 6/10, Loss: 0.4701
Epoch 7/10, Loss: 0.3587
Epoch 8/10, Loss: 0.3134
Epoch 9/10, Loss: 0.3845
Epoch 10/10, Loss: 0.2225
Performance Metrics:
RMSE (test data): 86.22836303710938
MAE (test data): 71.73912811279297
MAPE (test data): 90.11058211326599
MSE (test data): 7435.3310546875
R2 (test data): 0.5785939876045398
loss (test data): 7435.331344288793
Epoch 1/10, Loss: 236.9040
Epoch 2/10, Loss: 1.8713
Epoch 3/10, Loss: 0.8442
Epoch 4/10, Loss: 0.6484
Epoch 5/10, Loss: 0.5046
Epoch 6/10, Loss: 0.5033
Epoch 7/10, Loss: 0.3009
Epoch 8/10, Loss: 0.2770
Epoch 9/10, Loss: 0.3007
Epoch 10/10, Loss: 0.2020
Performance Metrics:
RMSE (test data): 86.04450225830078
MAE (test data): 71.55115509033203
MAPE (test data): 90.21162390708923
MSE (test data): 7403.65673828125
R2 (test data): 0.5803891445724477
loss (test data): 7403.657357893319
Epoch 1/10, Loss: 218.7157
Epoch 2/10, Loss: 1.5871
Epoch 3/10, Loss: 0.5887
Epoch 4/10, Loss: 0.4676
Epoch 5/10, Loss: 0.3783
Epoch 6/10, Loss: 0.3206
Epoch 7/10, Loss: 0.2665
Epoch 8/10, Loss: 0.1948
Epoch 9/10, Loss: 0.1911
Epoch 10/10, Loss: 0.1665
Performance Metrics:
RMSE (test data): 86.08332824707031
MAE (test data): 72.10859680175781
MAPE (test data): 90.61261415481567
MSE (test data): 7410.33984375
R2 (test data): 0.5800103961110281
loss (test data): 7410.339961610991
Epoch 1/10, Loss: 202.6885
Epoch 2/10, Loss: 1.8571
Epoch 3/10, Loss: 0.6758
Epoch 4/10, Loss: 0.4863
Epoch 5/10, Loss: 0.4945
Epoch 6/10, Loss: 0.3473
Epoch 7/10, Loss: 0.2765
Epoch 8/10, Loss: 0.2363
Epoch 9/10, Loss: 0.2254
Epoch 10/10, Loss: 0.2556
Performance Metrics:
RMSE (test data): 86.04071807861328
MAE (test data): 71.98887634277344
MAPE (test data): 90.68683981895447
MSE (test data): 7403.00537109375
R2 (test data): 0.5804260808850362
loss (test data): 7403.005711206896
Epoch 1/10, Loss: 248.4843
Epoch 2/10, Loss: 2.1186
Epoch 3/10, Loss: 0.9980
Epoch 4/10, Loss: 0.5707
Epoch 5/10, Loss: 0.4432
Epoch 6/10, Loss: 0.3817
Epoch 7/10, Loss: 0.3058
Epoch 8/10, Loss: 0.2804
Epoch 9/10, Loss: 0.2842
Epoch 10/10, Loss: 0.2597
Performance Metrics:
RMSE (test data): 85.02599334716797
MAE (test data): 71.10574340820312
MAPE (test data): 91.07869267463684
MSE (test data): 7229.4189453125
R2 (test data): 0.5902643284209332
loss (test data): 7229.418628771552
Epoch 1/10, Loss: 306.8779
Epoch 2/10, Loss: 3.6666
Epoch 3/10, Loss: 1.1551
Epoch 4/10, Loss: 0.5691
Epoch 5/10, Loss: 0.4672
Epoch 6/10, Loss: 0.3712
Epoch 7/10, Loss: 0.3405
Epoch 8/10, Loss: 0.2834
Epoch 9/10, Loss: 0.2522
Epoch 10/10, Loss: 0.2505
Performance Metrics:
RMSE (test data): 86.55807495117188
MAE (test data): 71.71393585205078
MAPE (test data): 89.97448086738586
MSE (test data): 7492.30078125
R2 (test data): 0.575365149828497
loss (test data): 7492.301360452586
Epoch 1/10, Loss: 237.5093
Epoch 2/10, Loss: 2.6162
Epoch 3/10, Loss: 0.7687
Epoch 4/10, Loss: 0.4616
Epoch 5/10, Loss: 0.4304
Epoch 6/10, Loss: 0.3563
Epoch 7/10, Loss: 0.2871
Epoch 8/10, Loss: 0.2802
Epoch 9/10, Loss: 0.2356
Epoch 10/10, Loss: 0.1784
Performance Metrics:
RMSE (test data): 86.67023468017578
